Order ID,Order Date,Customer Name,Region,Category,Sales,Quantity,Profit,Discount
CA-2017-161410,26-06-2017,Chris Cortes,East,Technology,358.2,3,41.79,40%
CA-2017-161410,26-06-2017,Chris Cortes,East,Technology,545.92,14,72.79,40%
CA-2017-152786,12-03-2017,Guy Armstrong,South,Office Supplies,40.41,9,18.59,0%
CA-2017-164707,18-02-2017,Cynthia Voltz,West,Technology,167.98,3,10.5,20%
CA-2017-164707,18-02-2017,Cynthia Voltz,West,Technology,109.53,3,47.1,0%
CA-2017-164707,18-02-2017,Cynthia Voltz,West,Office Supplies,9.82,2,4.81,0%
CA-2017-163874,10-11-2017,Nick Crebassa,West,Office Supplies,26.35,3,9.55,20%
US-2014-123183,19-11-2014,Georgia Rosenberg,East,Office Supplies,22.5,6,10.8,0%
US-2014-123183,19-11-2014,Georgia Rosenberg,East,Office Supplies,9.96,2,4.58,0%
US-2014-123183,19-11-2014,Georgia Rosenberg,East,Office Supplies,213.08,7,102.28,0%
US-2014-123183,19-11-2014,Georgia Rosenberg,East,Furniture,1025.88,6,235.95,0%
CA-2014-104829,18-11-2014,John Grady,West,Office Supplies,21.98,7,9.89,0%
US-2016-147340,24-09-2016,Edward Becker,West,Furniture,63.2,5,23.38,0%
CA-2016-145492,20-11-2016,Matt Connell,West,Office Supplies,39,12,11.31,0%
CA-2016-163202,27-09-2016,Brian Moss,East,Office Supplies,2.91,3,-2.03,70%
CA-2016-117681,09-04-2016,Herbert Flentye,West,Furniture,556.67,5,6.55,15%
CA-2017-132262,21-09-2017,Muhammed Lee,West,Technology,71.98,2,15.12,0%
CA-2017-132262,21-09-2017,Muhammed Lee,West,Technology,79.98,2,26.39,0%
CA-2017-123043,24-08-2017,Alan Haines,East,Office Supplies,24.67,4,7.71,20%
CA-2017-123043,24-08-2017,Alan Haines,East,Office Supplies,3.74,1,1.31,20%
US-2016-143280,22-02-2016,Tracy Zic,West,Technology,445.96,5,55.75,20%
US-2016-143280,22-02-2016,Tracy Zic,West,Technology,36.24,1,15.22,0%
US-2016-143280,22-02-2016,Tracy Zic,West,Office Supplies,10.65,3,5.01,0%
CA-2017-108854,08-12-2017,Denise Monton,West,Office Supplies,87.92,4,40.44,0%
CA-2017-108854,08-12-2017,Denise Monton,West,Office Supplies,22.42,1,8.41,20%
CA-2017-108854,08-12-2017,Denise Monton,West,Office Supplies,90.48,3,33.93,20%
CA-2017-108854,08-12-2017,Denise Monton,West,Office Supplies,42.76,1,11.12,0%
CA-2017-166856,18-09-2017,Tony Sayre,West,Office Supplies,10.08,7,3.53,20%
CA-2017-166856,18-09-2017,Tony Sayre,West,Technology,101.34,3,8.11,0%
CA-2016-153157,11-09-2016,Trudy Brown,Central,Technology,224.75,5,62.93,0%
US-2017-125647,23-09-2017,Lena Cacioppo,Central,Office Supplies,73.18,6,-197.58,80%
US-2017-125647,23-09-2017,Lena Cacioppo,Central,Office Supplies,20.74,4,7.26,20%
US-2017-125647,23-09-2017,Lena Cacioppo,Central,Technology,39.98,2,-9,20%
CA-2014-132542,06-10-2014,Alice McCarthy,Central,Office Supplies,15.36,2,7.68,0%
CA-2015-110877,23-10-2015,Joe Elijah,Central,Office Supplies,36.29,7,12.7,20%
CA-2015-110877,23-10-2015,Joe Elijah,Central,Technology,150.38,2,15.04,20%
US-2016-151827,31-03-2016,Carlos Soltero,East,Technology,280.78,3,-60.84,40%
US-2016-151827,31-03-2016,Carlos Soltero,East,Technology,31.98,2,1.2,20%
US-2016-163258,29-12-2016,Phillip Flathmann,West,Office Supplies,11.23,3,3.93,20%
CA-2017-103009,03-11-2017,Patrick Jones,South,Office Supplies,26.4,5,11.88,0%
US-2017-120649,20-01-2017,Jeremy Farry,East,Office Supplies,3.52,2,1.02,0%
CA-2016-153598,03-12-2016,Neoma Murray,West,Technology,1649.95,5,659.98,0%
CA-2016-153598,03-12-2016,Neoma Murray,West,Furniture,111.9,6,51.47,0%
US-2016-108497,14-06-2016,Marc Harrigan,West,Furniture,599.17,5,35.25,15%
CA-2016-113096,02-09-2016,Sam Zeldin,West,Office Supplies,46.53,3,12.1,0%
CA-2014-136861,05-09-2014,Patrick Ryan,South,Furniture,31.98,2,2,20%
CA-2017-117422,21-10-2017,Frank Carlisle,East,Office Supplies,161.57,2,16.16,20%
CA-2017-117422,21-10-2017,Frank Carlisle,East,Office Supplies,4.06,1,1.37,20%
CA-2017-117422,21-10-2017,Frank Carlisle,East,Office Supplies,6.22,4,-4.97,70%
CA-2017-129707,25-04-2017,Larry Hughes,West,Office Supplies,8.9,4,0.67,20%
CA-2015-160171,19-10-2015,Robert Marley,West,Office Supplies,1640.7,5,459.4,0%
CA-2015-160171,19-10-2015,Robert Marley,West,Technology,270,3,97.2,0%
CA-2014-103317,05-07-2014,Don Miller,South,Furniture,19.52,2,5.37,20%
CA-2014-103317,05-07-2014,Don Miller,South,Office Supplies,9.81,5,-6.87,70%
CA-2014-103317,05-07-2014,Don Miller,South,Furniture,213.22,3,15.99,20%
CA-2016-167115,04-04-2016,Evan Henry,East,Office Supplies,588.78,2,184,20%
US-2017-153633,13-11-2017,Toby Carlisle,South,Office Supplies,2.06,1,0.15,20%
CA-2017-155929,09-09-2017,Arianne Irving,West,Office Supplies,6.37,2,2.39,20%
CA-2015-148712,17-04-2015,Jessica Myrick,East,Technology,99.6,1,36.85,0%
CA-2015-148712,17-04-2015,Jessica Myrick,East,Office Supplies,62.3,13,21.02,20%
CA-2015-148712,17-04-2015,Jessica Myrick,East,Office Supplies,10.71,3,2.78,0%
CA-2016-128307,25-07-2016,Bill Eplett,Central,Office Supplies,20.94,1,7.07,20%
US-2016-127425,26-08-2016,Dan Reichenbach,East,Technology,33,6,8.25,0%
US-2016-127425,26-08-2016,Dan Reichenbach,East,Technology,249.95,5,87.48,0%
US-2014-119081,12-09-2014,Tom Ashbrook,Central,Office Supplies,357.93,3,7.16,0%
US-2014-119081,12-09-2014,Tom Ashbrook,Central,Technology,57.4,5,10.91,0%
US-2014-119081,12-09-2014,Tom Ashbrook,Central,Office Supplies,331.96,2,149.38,0%
US-2014-119081,12-09-2014,Tom Ashbrook,Central,Furniture,40.56,2,12.98,0%
CA-2016-140613,22-07-2016,Kristina Nunn,West,Office Supplies,86.2,5,25,0%
US-2017-108700,19-05-2017,Patrick Jones,Central,Office Supplies,38.02,6,13.78,20%
CA-2017-160962,28-04-2017,Matt Connell,East,Office Supplies,8.38,1,0.73,20%
CA-2017-160962,28-04-2017,Matt Connell,East,Office Supplies,6.85,2,0.77,20%
CA-2017-130631,29-12-2017,Bruce Stewart,West,Office Supplies,19.6,5,9.6,0%
CA-2017-130631,29-12-2017,Bruce Stewart,West,Furniture,68.46,2,20.54,0%
CA-2017-116680,04-09-2017,Pete Kriz,West,Office Supplies,13.34,6,4.34,20%
CA-2017-116680,04-09-2017,Pete Kriz,West,Furniture,1478.27,8,92.39,20%
US-2014-107405,21-03-2014,Thomas Seio,South,Office Supplies,16.27,1,-3.86,20%
CA-2017-101574,28-09-2017,Bruce Degenhardt,West,Furniture,9.24,3,4.44,0%
CA-2014-146591,19-01-2014,Toby Swindell,West,Office Supplies,32.34,10,-23.72,70%
CA-2014-146591,19-01-2014,Toby Swindell,West,Office Supplies,56.06,4,19.62,20%
CA-2014-146591,19-01-2014,Toby Swindell,West,Office Supplies,108.72,5,36.69,20%
CA-2014-146591,19-01-2014,Toby Swindell,West,Furniture,181.47,5,-320.6,70%
CA-2014-107706,14-02-2014,Shui Tom,Central,Office Supplies,16.18,3,6.07,20%
CA-2016-122448,09-06-2016,Dean Braden,West,Furniture,122.35,3,13.76,20%
CA-2014-132451,26-09-2014,Karen Ferguson,West,Furniture,585.55,3,73.19,20%
CA-2014-132451,26-09-2014,Karen Ferguson,West,Office Supplies,19.44,3,9.33,0%
CA-2016-158547,30-05-2016,Justin MacKendrick,East,Office Supplies,123.92,5,9.29,20%
CA-2017-116946,19-12-2017,Tony Sayre,West,Furniture,13.36,5,4.01,20%
CA-2017-116946,19-12-2017,Tony Sayre,West,Office Supplies,78.26,2,-17.61,20%
CA-2017-116946,19-12-2017,Tony Sayre,West,Furniture,102.02,7,-183.63,70%
CA-2017-121741,26-12-2017,Yoseph Carroll,Central,Office Supplies,750.68,2,37.53,0%
CA-2017-169691,15-06-2017,Dean percer,Central,Office Supplies,44.4,3,22.2,0%
CA-2017-169691,15-06-2017,Dean percer,Central,Office Supplies,84.55,5,22.83,0%
CA-2017-169691,15-06-2017,Dean percer,Central,Office Supplies,17.94,3,8.79,0%
CA-2016-121356,20-11-2016,Shirley Jackson,East,Office Supplies,128.4,3,62.92,0%
CA-2014-101770,31-03-2014,Karen Bern,South,Office Supplies,1.87,1,-1.31,70%
CA-2017-105487,08-10-2017,Chris Selesnick,West,Technology,103.19,1,11.61,20%
CA-2017-105487,08-10-2017,Chris Selesnick,West,Technology,36,2,6.48,0%
CA-2017-105487,08-10-2017,Chris Selesnick,West,Technology,239.96,4,115.18,0%
CA-2017-105487,08-10-2017,Chris Selesnick,West,Office Supplies,40.68,2,0.41,0%
CA-2017-148999,30-01-2017,Emily Burns,South,Furniture,419.14,4,-68.11,20%
CA-2014-107573,12-12-2014,Philip Brown,South,Office Supplies,23.47,3,7.63,20%
CA-2015-156608,24-10-2015,Michelle Tran,Central,Office Supplies,3.59,4,-6.29,80%
CA-2017-134495,01-04-2017,Barry Französisch,South,Technology,23.98,3,-5.69,20%
CA-2017-134495,01-04-2017,Barry Französisch,South,Office Supplies,6.26,3,2.04,20%
CA-2017-134495,01-04-2017,Barry Französisch,South,Office Supplies,20.81,3,1.82,20%
CA-2017-134495,01-04-2017,Barry Französisch,South,Furniture,218.35,3,-19.11,20%
CA-2017-164098,26-01-2017,Claire Gute,Central,Office Supplies,18.16,2,1.82,20%
CA-2014-105249,28-11-2014,Duane Huffman,West,Office Supplies,7.36,2,0.15,0%
CA-2014-105249,28-11-2014,Duane Huffman,West,Office Supplies,41.4,4,19.87,0%
CA-2014-105249,28-11-2014,Duane Huffman,West,Furniture,411.33,4,-4.84,15%
CA-2015-113523,04-09-2015,Shaun Chance,East,Office Supplies,7.66,4,-6.12,70%
CA-2017-117821,12-06-2017,Hunter Glantz,East,Technology,63.92,2,19.18,20%
CA-2017-164378,15-07-2017,Michelle Moray,East,Office Supplies,6.56,2,1.9,0%
CA-2017-164378,15-07-2017,Michelle Moray,East,Office Supplies,7.83,3,3.6,0%
CA-2017-164378,15-07-2017,Michelle Moray,East,Technology,41.9,2,8.8,0%
CA-2017-164378,15-07-2017,Michelle Moray,East,Furniture,664.15,6,88.55,10%
CA-2017-164378,15-07-2017,Michelle Moray,East,Office Supplies,8.96,2,4.39,0%
CA-2017-127782,02-11-2017,Thea Hudgings,East,Furniture,3.31,1,0.66,20%
CA-2017-127782,02-11-2017,Thea Hudgings,East,Office Supplies,20.14,3,1.26,20%
CA-2017-127782,02-11-2017,Thea Hudgings,East,Office Supplies,8.86,3,2.88,20%
CA-2017-127782,02-11-2017,Thea Hudgings,East,Technology,859.2,4,-186.16,40%
US-2016-162026,08-10-2016,Joel Eaton,West,Office Supplies,61.96,2,27.88,0%
CA-2016-150000,08-04-2016,Patrick Gardner,South,Office Supplies,17.92,4,8.6,0%
CA-2015-168529,08-10-2015,Maria Bertelson,West,Furniture,145.9,5,62.74,0%
US-2017-152569,15-05-2017,Joy Daniels,Central,Office Supplies,56.7,2,19.14,20%
US-2017-152569,15-05-2017,Joy Daniels,Central,Technology,11.12,2,3.48,20%
US-2014-137680,24-02-2014,Jennifer Halladay,West,Office Supplies,32.9,4,11.1,20%
US-2014-137680,24-02-2014,Jennifer Halladay,West,Office Supplies,22.78,3,7.69,20%
CA-2015-103177,30-05-2015,Edward Nazzal,East,Technology,239.97,3,2.4,0%
CA-2015-103177,30-05-2015,Edward Nazzal,East,Office Supplies,160.32,2,44.89,0%
CA-2015-103177,30-05-2015,Edward Nazzal,East,Technology,128.85,3,3.87,0%
US-2016-138408,18-11-2016,Karen Carlisle,South,Technology,1319.96,4,527.98,0%
CA-2017-117667,04-12-2017,Michael Stewart,East,Furniture,239.96,10,-10.28,30%
CA-2017-117667,04-12-2017,Michael Stewart,East,Furniture,54.77,2,6.85,20%
CA-2017-117667,04-12-2017,Michael Stewart,East,Office Supplies,13.39,3,3.18,20%
CA-2017-117667,04-12-2017,Michael Stewart,East,Office Supplies,23.92,5,8.67,20%
CA-2017-117667,04-12-2017,Michael Stewart,East,Technology,255.97,4,-28.8,20%
CA-2016-110982,05-06-2016,Chloris Kastensmidt,West,Office Supplies,21.55,6,7,20%
CA-2016-110982,05-06-2016,Chloris Kastensmidt,West,Office Supplies,58.24,4,15.72,0%
CA-2016-147123,10-12-2016,Sanjit Jacobs,West,Office Supplies,80.28,12,36.93,0%
CA-2017-154501,30-04-2017,Erin Ashbrook,West,Office Supplies,9.78,2,4.01,0%
CA-2017-166933,24-04-2017,Michael Granlund,West,Office Supplies,1.81,1,0.65,0%
CA-2015-142055,08-05-2015,Alejandro Ballentine,East,Office Supplies,37.94,2,18.21,0%
CA-2015-137106,31-03-2015,Scott Cohen,South,Technology,79.96,5,27.99,20%
CA-2017-136609,06-08-2017,Todd Boyes,Central,Office Supplies,115.3,3,40.35,20%
CA-2017-160885,02-12-2017,Juliana Krohn,Central,Technology,2479.96,4,743.99,0%
US-2016-167472,06-06-2016,Clytie Kelty,South,Technology,179.94,6,75.57,0%
US-2016-167472,06-06-2016,Clytie Kelty,South,Technology,26.85,3,5.1,0%
US-2016-167472,06-06-2016,Clytie Kelty,South,Technology,323.37,3,129.35,0%
US-2016-167472,06-06-2016,Clytie Kelty,South,Office Supplies,59.94,3,28.17,0%
US-2016-167472,06-06-2016,Clytie Kelty,South,Office Supplies,64.14,3,30.79,0%
US-2016-167472,06-06-2016,Clytie Kelty,South,Office Supplies,11.67,3,5.6,0%
US-2016-167472,06-06-2016,Clytie Kelty,South,Office Supplies,12.96,2,6.22,0%
CA-2015-120551,13-04-2015,Sonia Sunley,Central,Office Supplies,17.43,3,8.02,0%
US-2017-150595,22-05-2017,Laurel Elliston,Central,Furniture,181.99,2,-54.6,30%
US-2017-150595,22-05-2017,Laurel Elliston,Central,Office Supplies,1.59,2,-2.63,80%
US-2017-150595,22-05-2017,Laurel Elliston,Central,Office Supplies,22.34,3,2.51,20%
CA-2016-134936,19-12-2016,Erin Smith,West,Furniture,455.97,6,-218.87,50%
CA-2016-134936,19-12-2016,Erin Smith,West,Office Supplies,10.44,6,-7.66,70%
CA-2016-134936,19-12-2016,Erin Smith,West,Office Supplies,5.21,2,-4.17,70%
CA-2017-102967,22-09-2017,Michael Granlund,East,Office Supplies,67.4,5,17.52,0%
CA-2017-151008,07-09-2017,Justin MacKendrick,West,Furniture,25.16,2,10.57,0%
CA-2017-151008,07-09-2017,Justin MacKendrick,West,Technology,126.56,4,47.46,20%
CA-2014-159800,28-11-2014,Sheri Gordon,West,Office Supplies,43.68,3,11.79,0%
CA-2014-159800,28-11-2014,Sheri Gordon,West,Technology,139.93,7,34.98,0%
US-2014-159618,12-11-2014,Darren Budd,Central,Office Supplies,2.67,1,0.33,20%
US-2014-159618,12-11-2014,Darren Budd,Central,Office Supplies,16.66,6,-3.12,20%
US-2014-159618,12-11-2014,Darren Budd,Central,Technology,79.51,3,20.87,20%
US-2014-159618,12-11-2014,Darren Budd,Central,Office Supplies,36.29,7,12.7,20%
US-2014-159618,12-11-2014,Darren Budd,Central,Furniture,67.99,1,-13,32%
CA-2017-116113,02-10-2017,Jane Waco,South,Furniture,10.16,2,3.45,0%
CA-2015-125066,14-12-2015,Keith Dawkins,South,Furniture,6.16,2,1.97,0%
CA-2015-125066,14-12-2015,Keith Dawkins,South,Office Supplies,56.3,2,15.76,0%
US-2015-114741,06-12-2015,Ivan Liston,West,Office Supplies,6.48,1,3.11,0%
US-2015-114741,06-12-2015,Ivan Liston,West,Office Supplies,1325.85,5,238.65,0%
US-2015-114741,06-12-2015,Ivan Liston,West,Office Supplies,14.94,3,6.87,0%
CA-2017-133263,31-03-2017,Jim Epp,South,Office Supplies,34.54,1,17.27,0%
CA-2017-133263,31-03-2017,Jim Epp,South,Technology,2999.95,5,1439.98,0%
CA-2017-133263,31-03-2017,Jim Epp,South,Office Supplies,64.12,4,30.78,0%
CA-2017-157966,13-03-2017,Stephanie Ulpright,Central,Office Supplies,19.46,4,2.19,20%
CA-2017-157966,13-03-2017,Stephanie Ulpright,Central,Technology,209.99,2,9,30%
CA-2017-157966,13-03-2017,Stephanie Ulpright,Central,Office Supplies,29.76,5,1.86,20%
CA-2017-157966,13-03-2017,Stephanie Ulpright,Central,Furniture,89.77,1,-2.56,30%
CA-2017-157966,13-03-2017,Stephanie Ulpright,Central,Technology,959.98,2,335.99,20%
CA-2017-157966,13-03-2017,Stephanie Ulpright,Central,Office Supplies,15.55,3,5.64,20%
CA-2017-157966,13-03-2017,Stephanie Ulpright,Central,Technology,34.36,1,-7.3,20%
CA-2014-151162,05-12-2014,Erin Ashbrook,East,Office Supplies,98.38,3,35.66,20%
CA-2014-151162,05-12-2014,Erin Ashbrook,East,Office Supplies,29.94,4,-23.95,70%
CA-2014-151162,05-12-2014,Erin Ashbrook,East,Office Supplies,17.47,3,5.68,20%
CA-2014-151162,05-12-2014,Erin Ashbrook,East,Technology,36.74,1,-9.18,40%
CA-2014-151162,05-12-2014,Erin Ashbrook,East,Technology,179.94,2,-44.99,40%
CA-2016-136686,12-12-2016,Roy Französisch,West,Furniture,383.64,6,122.76,0%
CA-2016-136686,12-12-2016,Roy Französisch,West,Office Supplies,56.52,3,15.83,0%
CA-2017-137498,09-09-2017,Liz Carlisle,West,Office Supplies,6.56,2,1.9,0%
CA-2017-137498,09-09-2017,Liz Carlisle,West,Furniture,243.92,5,-15.25,20%
CA-2017-137498,09-09-2017,Liz Carlisle,West,Office Supplies,47.52,9,22.81,0%
CA-2017-163818,04-10-2017,Paul Stevenson,East,Furniture,19.98,1,8.59,0%
CA-2016-161158,09-05-2016,Paul Stevenson,East,Office Supplies,8,5,3.44,0%
CA-2014-116673,15-12-2014,Jas O'Carroll,West,Furniture,6.16,2,1.97,0%
CA-2017-105333,30-11-2017,Victor Preis,East,Office Supplies,83.56,4,1.67,0%
CA-2017-105333,30-11-2017,Victor Preis,East,Technology,546.06,3,163.82,0%
CA-2017-105333,30-11-2017,Victor Preis,East,Office Supplies,269.49,3,5.39,0%
CA-2015-149993,19-03-2015,Guy Armstrong,West,Office Supplies,10.9,5,3.6,0%
CA-2014-168158,19-07-2014,Eugene Moren,West,Office Supplies,6.1,2,2.21,20%
CA-2016-115224,08-12-2016,Doug Bickford,West,Office Supplies,34.05,3,9.53,0%
CA-2016-115224,08-12-2016,Doug Bickford,West,Office Supplies,352.38,2,81.05,0%
CA-2014-164742,13-10-2014,Marina Lichtenstein,East,Furniture,245.98,2,27.06,0%
CA-2014-164742,13-10-2014,Marina Lichtenstein,East,Office Supplies,18.94,1,9.47,0%
US-2017-108014,19-11-2017,Jennifer Halladay,East,Office Supplies,59.91,7,-45.93,70%
CA-2017-160325,24-09-2017,Bart Pistole,East,Technology,391.98,2,109.75,0%
CA-2017-160325,24-09-2017,Bart Pistole,East,Technology,437.85,3,131.36,0%
CA-2015-159779,25-09-2015,Sarah Brown,East,Office Supplies,68.62,2,32.25,0%
CA-2017-151176,13-02-2017,Stewart Visinsky,East,Office Supplies,25.02,3,6.51,0%
CA-2017-151176,13-02-2017,Stewart Visinsky,East,Office Supplies,10.71,3,2.78,0%
CA-2014-108903,03-10-2014,Denny Ordway,East,Office Supplies,55.98,2,4.2,20%
CA-2014-108903,03-10-2014,Denny Ordway,East,Office Supplies,14.48,5,4.89,20%
CA-2014-108903,03-10-2014,Denny Ordway,East,Technology,142.49,3,-3.56,20%
CA-2016-117919,27-08-2016,Todd Boyes,Central,Office Supplies,14.16,1,1.06,20%
CA-2016-117919,27-08-2016,Todd Boyes,Central,Office Supplies,79.92,5,27.97,20%
CA-2015-142475,03-12-2015,Bill Stewart,East,Office Supplies,590.35,6,206.62,20%
CA-2016-134516,20-09-2016,Filia McAdams,South,Furniture,17.09,2,1.07,20%
CA-2016-134516,20-09-2016,Filia McAdams,South,Furniture,98.39,1,-11.07,20%
CA-2017-105193,25-03-2017,John Lee,East,Office Supplies,11.05,5,2.98,0%
CA-2015-168634,06-12-2015,Art Ferguson,West,Office Supplies,7.78,2,2.02,0%
CA-2017-117198,31-08-2017,Barry Gonzalez,South,Technology,659.9,2,217.77,0%
CA-2015-145828,05-10-2015,Maria Bertelson,East,Technology,53.04,3,-4.64,20%
CA-2017-121027,18-08-2017,Helen Wasserman,West,Technology,843.9,2,371.32,0%
CA-2017-121027,18-08-2017,Helen Wasserman,West,Technology,1496.16,9,224.42,0%
CA-2016-147431,02-02-2016,Adrian Barton,East,Office Supplies,117.96,2,5.9,0%
CA-2016-158001,23-08-2016,Jennifer Patt,East,Office Supplies,21.3,5,8.73,0%
CA-2016-158001,23-08-2016,Jennifer Patt,East,Office Supplies,1040.8,5,281.02,0%
CA-2016-158001,23-08-2016,Jennifer Patt,East,Office Supplies,29.34,6,7.92,0%
CA-2017-125745,30-06-2017,Darrin Van Huff,South,Furniture,19.52,2,5.37,20%
CA-2015-101154,18-09-2015,Charlotte Melton,West,Office Supplies,443.92,4,8.88,0%
US-2016-124163,25-09-2016,Steve Chapman,Central,Technology,499.95,5,174.98,0%
US-2016-124163,25-09-2016,Steve Chapman,Central,Office Supplies,3.04,1,1.03,0%
US-2016-124163,25-09-2016,Steve Chapman,Central,Furniture,201.96,2,50.49,0%
US-2016-124163,25-09-2016,Steve Chapman,Central,Furniture,68.64,11,17.16,0%
CA-2016-121748,24-10-2016,Victoria Wilson,West,Technology,100,4,21,0%
CA-2016-121748,24-10-2016,Victoria Wilson,West,Technology,359.98,2,21.6,0%
CA-2014-126683,29-09-2014,Paul Prost,West,Furniture,6.16,2,2.96,0%
CA-2014-126683,29-09-2014,Paul Prost,West,Furniture,2348.82,9,399.3,0%
CA-2017-148810,26-06-2017,Dan Reichenbach,South,Office Supplies,13.87,6,4.68,20%
CA-2017-148810,26-06-2017,Dan Reichenbach,South,Furniture,273.55,3,-13.68,20%
US-2016-146066,21-08-2016,Rick Bensley,East,Furniture,815.29,9,-339.71,40%
CA-2014-127614,11-02-2014,Natalie Fritzler,South,Technology,234.45,3,103.16,0%
CA-2014-127614,11-02-2014,Natalie Fritzler,South,Furniture,1256.22,6,75.37,0%
CA-2014-127614,11-02-2014,Natalie Fritzler,South,Office Supplies,17.46,2,8.21,0%
CA-2016-101742,23-09-2016,Clay Rozendal,East,Office Supplies,10.53,7,3.68,20%
CA-2015-134943,05-12-2015,Stephanie Ulpright,Central,Office Supplies,152.8,5,76.4,0%
CA-2017-123022,03-09-2017,Sample Company A,West,Office Supplies,82.56,5,28.9,20%
CA-2017-123022,03-09-2017,Sample Company A,West,Technology,284.97,3,85.49,0%
CA-2017-113208,26-03-2017,Michelle Lonsdale,Central,Furniture,60.84,3,23.12,0%
CA-2014-154893,21-12-2014,Gary McGarr,West,Furniture,1325.76,6,149.15,20%
CA-2014-154893,21-12-2014,Gary McGarr,West,Furniture,572.16,3,35.76,20%
CA-2014-147900,23-09-2014,Jim Kriz,East,Office Supplies,28.8,9,10.08,20%
CA-2017-106355,02-04-2017,Alyssa Tate,East,Office Supplies,11.12,4,2.89,0%
CA-2016-127985,01-04-2016,Daniel Byrd,South,Furniture,7.04,4,3.1,0%
CA-2015-166604,15-05-2015,Anna Häberlin,South,Office Supplies,17.94,3,8.79,0%
CA-2017-120719,23-03-2017,Sanjit Jacobs,West,Office Supplies,34.76,5,11.3,20%
CA-2017-127117,14-04-2017,Harry Marie,East,Furniture,74.45,5,20.1,0%
CA-2015-104241,04-01-2015,Andrew Gjertsen,South,Furniture,192.22,14,69.2,0%
CA-2017-168179,02-11-2017,Joy Bell-,West,Office Supplies,19.44,3,9.33,0%
CA-2017-142342,17-07-2017,Anthony Johnson,West,Office Supplies,32.4,5,15.55,0%
CA-2017-142342,17-07-2017,Anthony Johnson,West,Office Supplies,57.9,5,28.95,0%
CA-2017-142342,17-07-2017,Anthony Johnson,West,Office Supplies,10.56,2,0,0%
CA-2017-142342,17-07-2017,Anthony Johnson,West,Furniture,1194.17,5,210.74,15%
CA-2017-109099,06-10-2017,Muhammed MacIntyre,East,Office Supplies,40.99,1,20.09,0%
US-2014-134187,04-11-2014,Tiffany House,West,Office Supplies,2.94,1,0.79,0%
CA-2016-145261,18-12-2016,Adrian Hane,West,Office Supplies,45.24,4,-30.16,70%
CA-2016-145261,18-12-2016,Adrian Hane,West,Office Supplies,18.69,4,2.34,20%
CA-2016-145261,18-12-2016,Adrian Hane,West,Office Supplies,11.65,2,3.79,20%
CA-2016-145261,18-12-2016,Adrian Hane,West,Technology,112.78,3,-8.46,20%
CA-2016-145261,18-12-2016,Adrian Hane,West,Furniture,377.45,5,-264.22,50%
CA-2016-145261,18-12-2016,Adrian Hane,West,Office Supplies,15.94,4,5.18,20%
CA-2016-145261,18-12-2016,Adrian Hane,West,Technology,28.68,3,-7.17,20%
CA-2016-108875,24-09-2016,Craig Leslie,West,Furniture,21.44,2,7.5,20%
CA-2016-108875,24-09-2016,Craig Leslie,West,Office Supplies,511.06,9,-95.82,20%
CA-2016-141957,21-07-2016,Jason Gross,East,Office Supplies,18.66,2,1.4,20%
CA-2016-141957,21-07-2016,Jason Gross,East,Office Supplies,11.09,7,-8.13,70%
CA-2016-141957,21-07-2016,Jason Gross,East,Office Supplies,66.69,1,4.17,20%
CA-2016-141957,21-07-2016,Jason Gross,East,Office Supplies,99.49,2,8.71,20%
CA-2016-142405,11-06-2016,Sanjit Engle,West,Office Supplies,14.62,2,6.87,0%
CA-2016-142405,11-06-2016,Sanjit Engle,West,Office Supplies,53.98,14,17.54,20%
CA-2016-142405,11-06-2016,Sanjit Engle,West,Technology,389.97,3,132.59,0%
CA-2015-141012,09-06-2015,Trudy Glocke,West,Furniture,355.36,4,92.39,0%
CA-2015-141012,09-06-2015,Trudy Glocke,West,Technology,140.38,3,8.77,20%
CA-2017-127922,27-10-2017,Sally Hughsby,Central,Office Supplies,15.84,2,5.54,20%
CA-2017-127922,27-10-2017,Sally Hughsby,Central,Office Supplies,8.45,2,2.64,20%
CA-2016-146318,22-01-2016,Marc Crier,West,Office Supplies,12.96,2,6.22,0%
CA-2014-135993,28-05-2014,Patrick Jones,West,Technology,57.41,6,5.74,20%
CA-2014-135993,28-05-2014,Patrick Jones,West,Technology,27.6,4,2.21,0%
CA-2014-126802,29-12-2014,Zuschuss Carroll,Central,Furniture,38.98,3,-50.67,60%
CA-2016-143924,28-07-2016,Steve Carroll,Central,Office Supplies,20.44,7,9.2,0%
CA-2016-143924,28-07-2016,Steve Carroll,Central,Office Supplies,109.92,2,53.86,0%
CA-2016-141551,24-09-2016,Benjamin Patterson,Central,Office Supplies,6.38,1,2.93,0%
CA-2016-141551,24-09-2016,Benjamin Patterson,Central,Office Supplies,6.48,1,3.11,0%
CA-2014-164315,02-04-2014,Rob Dowd,South,Office Supplies,15.84,3,7.13,0%
CA-2014-164315,02-04-2014,Rob Dowd,South,Technology,1049.93,7,293.98,0%
CA-2014-164315,02-04-2014,Rob Dowd,South,Office Supplies,154.9,5,40.27,0%
CA-2015-131072,05-11-2015,Ken Lonsdale,West,Office Supplies,98.35,3,35.65,20%
CA-2014-131541,28-07-2014,Chloris Kastensmidt,South,Office Supplies,14.32,5,5.19,20%
CA-2014-131541,28-07-2014,Chloris Kastensmidt,South,Furniture,129.89,6,12.99,20%
CA-2014-131541,28-07-2014,Chloris Kastensmidt,South,Office Supplies,48.94,7,16.52,20%
